166.000000	-26182.431124	-60623.205974	-38802.896595	-40630.911664	-28861.511214	-9742.141931	-179924.591473	-187500.022352	-26193.741106	-60618.065073	-38808.261014	-40638.533609	-28867.702647	-9750.993222	-181056.707329	-187500.022352	0.002000	-0.022000	1.026000	192.000000	0.000000	8.000000	127.500000	40.000000	16.000000	8.000000	0.000000	0.000000	0.000000	1679246542.558520	0.000000
168.000000	-26167.902490	-60616.522803	-38801.108456	-40656.616170	-28863.232298	-9741.471379	-182791.023885	-187500.022352	-26159.140606	-60622.490719	-38795.654630	-40644.412118	-28857.756121	-9733.715324	-181405.908633	-187500.022352	0.002000	-0.022000	1.026000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679246542.558529	0.000000
170.000000	-26197.362089	-60634.068922	-38816.039421	-40642.869847	-28872.664734	-9754.100115	-179946.473831	-187500.022352	-26196.333909	-60621.194317	-38812.843122	-40649.798888	-28871.480092	-9754.323632	-181439.637415	-187500.022352	0.002000	-0.022000	1.026000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679246542.558537	0.000000
172.000000	-26172.618708	-60627.698675	-38811.725534	-40660.773594	-28868.663772	-9740.778475	-182726.852027	-187500.022352	-26175.815007	-60638.561623	-38813.156046	-40654.068071	-28869.490787	-9743.997126	-181038.870637	-187500.022352	0.002000	-0.022000	1.026000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679246542.558547	0.000000
174.000000	-26203.285301	-60636.974649	-38820.867398	-40638.690071	-28879.392610	-9760.492714	-180014.020802	-187500.022352	-26196.266853	-60625.999943	-38818.855741	-40648.614245	-28875.905737	-9753.474266	-181790.358638	-187500.022352	0.002000	-0.022000	1.026000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679246542.558556	0.000000
176.000000	-26174.853882	-60634.650068	-38817.469933	-40662.852307	-28877.269194	-9751.552016	-182574.770758	-187500.022352	-26182.162903	-60640.662687	-38815.860607	-40648.480135	-28875.995144	-9753.116638	-180665.574153	-187500.022352	0.002000	-0.022000	1.028000	192.000000	0.000000	8.000000	127.500000	40.000000	16.000000	16.000000	0.000000	0.000000	0.000000	1679246542.558564	0.000000
178.000000	-26206.839228	-60635.298268	-38824.331918	-40638.913588	-28877.537415	-9762.504371	-180205.910528	-187500.022352	-26196.378612	-60628.145710	-38823.236683	-40653.710443	-28878.766761	-9759.419830	-182137.794153	-187500.022352	0.002000	-0.022000	1.028000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679246542.558572	0.000000
180.000000	-26178.743086	-60636.326448	-38817.134657	-40663.835783	-28873.469397	-9750.859112	-182342.491429	-187500.022352	-26189.248406	-60641.780274	-38819.928625	-40646.893161	-28874.698743	-9756.156475	-180388.457225	-187500.022352	0.002000	-0.022000	1.028000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679246542.558581	0.000000
182.000000	-26204.447592	-60629.509166	-38817.022898	-40639.047699	-28870.675429	-9752.647251	-180497.913718	-187500.022352	-26197.786772	-60630.202070	-38821.493247	-40660.885353	-28875.928089	-9755.664737	-182424.790552	-187500.022352	0.002000	-0.022000	1.028000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679246542.558589	0.000000
184.000000	-26170.919975	-60631.453768	-38811.166741	-40657.018501	-28869.870766	-9744.153588	-182075.432786	-187500.022352	-26187.348507	-60636.192338	-38814.743020	-40639.628844	-28868.976697	-9748.176902	-180198.623860	-187500.022352	0.002000	-0.022000	1.028000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679246542.558597	0.000000
186.000000	-26206.123973	-60625.843480	-38816.866436	-40646.580237	-28878.945575	-9760.492714	-180813.006260	-187500.022352	-26188.130818	-60623.407140	-38815.435924	-40661.734719	-28876.375124	-9752.893120	-182662.769575	-187500.022352	-0.004000	-0.024000	1.024000	192.000000	127.500000	112.000000	127.500000	32.000000	16.000000	0.000000	0.000000	0.000000	0.000000	1679246542.558607	0.000000
188.000000	-26166.069647	-60625.999943	-38799.588537	-40655.498583	-28868.328496	-9740.823178	-181751.466602	-187500.022352	-26191.014193	-60632.034914	-38807.858683	-40644.702690	-28873.849377	-9750.926167	-180038.808887	-187500.022352	-0.004000	-0.024000	1.024000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679246542.558616	0.000000
190.000000	-26193.249368	-60613.795890	-38805.154122	-40639.628844	-28869.691952	-9757.095248	-181186.190985	-187500.022352	-26174.518606	-60615.226402	-38801.644898	-40659.253676	-28870.809540	-9749.339193	-182814.537920	-187500.022352	-0.004000	-0.024000	1.024000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679246542.558624	0.000000
192.000000	-26159.811158	-60618.489756	-38797.912156	-40643.003958	-28859.946592	-9743.594795	-181365.809603	-187500.022352	-26185.560368	-60622.624829	-38803.656555	-40632.230417	-28866.585060	-9755.776495	-179972.334799	-187500.022352	-0.004000	-0.024000	1.024000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679246542.558632	0.000000
194.000000	-26192.176484	-60613.684131	-38808.551587	-40646.736699	-28870.787188	-9757.877559	-181554.257161	-187500.022352	-26166.762551	-60612.968876	-38803.298927	-40658.538420	-28867.099150	-9748.020440	-182831.257025	-187500.022352	-0.004000	-0.024000	1.024000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679246542.558641	0.000000
196.000000	-26160.392304	-60619.786158	-38798.135674	-40642.981606	-28857.756121	-9740.778475	-180987.595736	-187500.022352	-26187.102638	-60619.495585	-38804.394162	-40632.476286	-28862.829967	-9752.647251	-179977.810976	-187500.022352	-0.004000	-0.024000	1.024000	192.000000	0.000000	0.000000	127.500000	24.000000	15.500000	120.000000	0.000000	0.000000	0.000000	1679246542.558649	0.000000
198.000000	-26180.285356	-60608.565582	-38808.305718	-40646.423775	-28864.081665	-9748.802751	-181881.620810	-187500.022352	-26158.604164	-60613.281800	-38802.382505	-40658.381958	-28861.108883	-9742.231338	-182725.309756	-187500.022352	-0.004000	-0.024000	1.024000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679246542.558664	0.000000
200.000000	-26163.476844	-60618.713274	-38802.494264	-40644.501525	-28862.897022	-9740.174978	-180668.837508	-187500.022352	-26186.454438	-60616.254582	-38809.289194	-40636.253731	-28866.920336	-9749.473303	-180080.204318	-187500.022352	-0.004000	-0.024000	1.024000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679246542.558673	0.000000
202.000000	-26180.441818	-60612.253620	-38806.472874	-40651.430565	-28867.590888	-9751.417905	-182221.568492	-187500.022352	-26156.480748	-60613.840594	-38800.326145	-40658.784289	-28863.478167	-9741.829007	-182593.322705	-187500.022352	-0.004000	-0.024000	1.024000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679246542.558681	0.000000
204.000000	-26175.323269	-60627.899841	-38802.986002	-40645.954388	-28866.138025	-9755.172998	-180387.093769	-187500.022352	-26194.501066	-60623.138919	-38809.624470	-40639.584141	-28870.653077	-9760.604472	-180281.705294	-187500.022352	-0.004000	-0.024000	1.024000	192.000000	0.000000	0.000000	127.500000	48.000000	16.000000	0.000000	0.000000	0.000000	0.000000	1679246543.037638	0.000000
206.000000	-26174.384496	-60608.565582	-38801.197863	-40649.664777	-28860.460682	-9758.279891	-182487.174271	-187500.022352	-26156.234879	-60615.852251	-38795.274650	-40655.789155	-28859.052522	-9748.333365	-182335.718851	-187500.022352	-0.004000	-0.024000	1.024000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679246543.037670	0.000000
208.000000	-26172.305783	-60622.088387	-38801.421380	-40632.386879	-28858.538432	-9752.915472	-180159.530659	-187500.022352	-26190.142475	-60615.561678	-38805.847026	-40633.504466	-28862.159415	-9762.929054	-180532.894198	-187500.022352	-0.004000	-0.024000	1.024000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679246543.037687	0.000000
210.000000	-26173.222205	-60615.740492	-38806.741095	-40653.263408	-28865.601583	-9755.731792	-182665.340026	-187500.022352	-26157.732446	-60621.864870	-38801.846063	-40652.168173	-28861.824138	-9750.367373	-182025.566045	-187500.022352	-0.004000	-0.024000	1.024000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1679246543.037713	0.000000
